paper_uid,doi,arxiv_id,title,abstract,publication_date,authors,affiliations,source,created_at,updated_at,target_key,affiliation_status,compliance_reason,matched_tokens,assessed_at
doi:https://doi.org/10.1016/j.ijrobp.2025.06.3284,https://doi.org/10.1016/j.ijrobp.2025.06.3284,,Multidimensional Feature-Based Deep Learning Fusion Model for Non-Invasive Prediction of Occult Lymph Node Metastasis in Early Lung Adenocarcinoma,,2025-09-01 00:00:00+00,"[""Jinming Yu"", ""Wen Jiang"", ""Xiangjiao Meng"", ""Xiaoyu Yin"", ""Yan Cui"", ""Yun Lu""]","[""Shandong First Medical University"", ""Shandong Tumor Hospital"", ""Shandong University"", ""Sun Yat-sen University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_cd3fa4c887b1cad5a29c,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.125967+00
doi:https://doi.org/10.1002/pro6.70025,https://doi.org/10.1002/pro6.70025,,"Incidence, risk factors, and CT characteristics of radiation recall pneumonitis induced by COVID‐19 infection in lung cancer",,2025-08-23 00:00:00+00,"[""Jun Wen"", ""Wenhua Yun"", ""X. Zhai"", ""Xiangjiao Meng"", ""Xiaoyan Yin""]","[""Shandong First Medical University"", ""Shandong Tumor Hospital""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_cd3fa4c887b1cad5a29c,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.126093+00
doi:https://doi.org/10.1038/s41392-025-02315-7,https://doi.org/10.1038/s41392-025-02315-7,,Efficacy and safety of IBI351 (fulzerasib) monotherapy in KRASG12C inhibitor-naïve Chinese patients with KRASG12C-mutated metastatic colorectal cancer: a pooled analysis from phase I part of two studies,,2025-07-25 00:00:00+00,"[""Cunji Wang"", ""Dingzhi Huang"", ""Dong Hua"", ""Dongde Wu"", ""Huijuan Wang"", ""Jingjing Huang"", ""Kefeng Ding"", ""Lian Liu"", ""Meili Sun"", ""Mengna Huang"", ""Mingfang Zhao"", ""Mingjun Zhang"", ""Nong Yang"", ""Sheng Hu"", ""Sujie Zhang"", ""Xiangjiao Meng"", ""Xiaorong Dong"", ""Xiaoyan Li"", ""Xiuwen Wang"", ""Yanhong Deng"", ""Yi Hu"", ""Ying Yuan"", ""Yongdong Jin"", ""Yueyin Pan"", ""Zengqing Guo"", ""Zhiwu Wang"", ""Zhiye Zhang""]","[""Anhui Medical University"", ""Anhui Provincial Hospital"", ""Beijing Tian Tan Hospital"", ""China Medical University"", ""Chinese PLA General Hospital"", ""First Affiliated Hospital of Henan University of Science and Technology"", ""First Hospital of China Medical University"", ""Fujian Provincial Cancer Hospital"", ""Henan Cancer Hospital"", ""Huazhong University of Science and Technology"", ""Hubei Cancer Hospital"", ""Hunan Academy of Traditional Chinese Medicine"", ""Innovative Biologics (United States)"", ""Jinan Central Hospital"", ""Qilu Hospital of Shandong University"", ""Qingdao University"", ""Second Affiliated Hospital of Anhui Medical University"", ""Second Affiliated Hospital of Zhejiang University"", ""Second Hospital of Tangshan"", ""Second People Hospital of Hunan"", ""Shandong First Medical University"", ""Shandong Tumor Hospital"", ""Sichuan Cancer Hospital"", ""Sixth Affiliated Hospital of Sun Yat-sen University"", ""Sun Yat-sen University"", ""Tianjin Medical University Cancer Institute and Hospital"", ""Union Hospital"", ""Wuxi People's Hospital"", ""Zhejiang Cancer Hospital"", ""Zhengzhou University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_cd3fa4c887b1cad5a29c,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.126236+00
doi:https://doi.org/10.1016/j.critrevonc.2025.104853,https://doi.org/10.1016/j.critrevonc.2025.104853,,Additions and subtractions of radiotherapy in patients with oligometastatic non-small cell lung cancer under the era of immunotherapy,,2025-07-15 00:00:00+00,"[""Jun Wen"", ""Minghao Yu"", ""Wenxing Cui"", ""Xiangjiao Meng"", ""Yankang Li"", ""Zhuoxin Sun""]","[""Shandong First Medical University"", ""Shandong Tumor Hospital""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_cd3fa4c887b1cad5a29c,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.12637+00
doi:https://doi.org/10.1136/bmj-2025-085680,https://doi.org/10.1136/bmj-2025-085680,,"Sacituzumab tirumotecan versus docetaxel for previously treated <i>EGFR</i> -mutated advanced non-small cell lung cancer: multicentre, open label, randomised controlled trial",,2025-06-05 00:00:00+00,"[""Jiacheng Yang"", ""Junyou Ge"", ""Li Zhang"", ""Longhua Sun"", ""Minglei Zhuo"", ""Qiming Wang"", ""Runxiang Yang"", ""Wei Zheng"", ""Wenxiu Yao"", ""Wen‐Feng Fang"", ""Xia Song"", ""Xiangjiao Meng"", ""Xiaoping Jin"", ""Xingya Li"", ""Yina Diao"", ""Yongzhong Luo"", ""Yun Fan"", ""Zhiye Zhang"", ""Zhuang Wu""]","[""BioEnergetics (United States)"", ""China Medical University"", ""First Affiliated Hospital of Henan University of Science and Technology"", ""First Affiliated Hospital of Nanchang University"", ""First Affiliated Hospital of Zhengzhou University"", ""Fujian Provincial Cancer Hospital"", ""Henan Academy of Sciences"", ""Henan Cancer Hospital"", ""Hunan Cancer Hospital"", ""Kelun Group (China)"", ""Kunming Medical University"", ""Nanchang University"", ""Peking University"", ""Peking University Cancer Hospital"", ""Shandong First Medical University"", ""Shandong Tumor Hospital"", ""Shanxi Provincial Cancer Hospital"", ""Sichuan Cancer Hospital"", ""Sun Yat-sen University"", ""Sun Yat-sen University Cancer Center"", ""Zhejiang Cancer Hospital"", ""Zhengzhou University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_cd3fa4c887b1cad5a29c,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.126487+00
doi:https://doi.org/10.1016/j.jpba.2025.117203,https://doi.org/10.1016/j.jpba.2025.117203,,"New UHPLC-MS/MS method for simultaneously determination of cis-trans isomers N-isobutyl-2E,4E,8Z,10E/Z-dodecatetraenamide from Asari Radix and the differential metabolites in rat plasma: Application in metabolic stability and pharmacokinetics study",,2025-10-31 00:00:00+00,"[""Changhong Wang"", ""Fujie Cai"", ""Hanxue Wang"", ""Huida Guan"", ""Jieping Lei"", ""Jindong Wang"", ""Mireyi Bahatijiang"", ""Rui Dang"", ""Sitong Zhang"", ""Wenkang Liu"", ""Xianrun Hu"", ""Xuemei Cheng""]","[""Shanghai Traditional Chinese Medicine Hospital"", ""Shanghai University of Traditional Chinese Medicine""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_5e4d0d665b94016e6d6a,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.128907+00
doi:https://doi.org/10.48550/arxiv.2510.19330,https://doi.org/10.48550/arxiv.2510.19330,,Exploring Scale Shift in Crowd Localization under the Context of Domain Generalization,,2025-10-22 00:00:00+00,"[""Jindong Wang"", ""Juncheng Wang"", ""Lei Shang"", ""Lu Wang"", ""Shujun Wang"", ""Xixu Hu"", ""Zhe Hu"", ""Ziqi Liu""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_5e4d0d665b94016e6d6a,unknown,status=unknown; matched=-,[],2026-03-31 06:51:10.129008+00
doi:https://doi.org/10.1200/jco.2025.43.17_suppl.lba8004,https://doi.org/10.1200/jco.2025.43.17_suppl.lba8004,,"R-ALPS: A randomized, double-blind, placebo-controlled, multicenter phase III clinical trial of TQB2450 with or without anlotinib as maintenance treatment in patients with locally advanced and unresectable (stage III) NSCLC without progression following concurrent or sequential chemoradiotherapy.",,2025-06-04 00:00:00+00,"[""Anping Zheng"", ""Bing Xia"", ""Desheng Hu"", ""Haihua Yang"", ""Hong Ge"", ""Hui Wang"", ""Jie Li"", ""Long Chen"", ""Ming Chen"", ""Ou Jiang"", ""Qingsong Pang"", ""Rongrong Zhou"", ""Wenhui Li"", ""Xi Zhang"", ""Xiangjiao Meng"", ""Xuhong Min"", ""Yong Chen"", ""Yongling Ji"", ""Yue Xie"", ""Yufeng Cheng""]","[""Anyang Tumor Hospital"", ""Central South University"", ""Chongqing Cancer Hospital"", ""Hangzhou Cancer Hospital"", ""Hubei Cancer Hospital"", ""Hunan Cancer Hospital"", ""Neijiang Normal University"", ""Qilu Hospital of Shandong University"", ""Shandong First Medical University"", ""Shandong Tumor Hospital"", ""Shanxi Provincial Cancer Hospital"", ""Sun Yat-sen University"", ""Sun Yat-sen University Cancer Center"", ""The First Affiliated Hospital, Sun Yat-sen University"", ""Tianjin Medical University Cancer Institute and Hospital"", ""Tumor Hospital of Guangxi Medical University"", ""Wenzhou Medical University"", ""Xi'an Chest Hospital"", ""Xian Yang Central Hospital"", ""Xiangya Hospital Central South University"", ""Zhejiang Cancer Hospital"", ""Zhejiang Taizhou Hospital"", ""Zhengzhou University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_cd3fa4c887b1cad5a29c,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.126597+00
doi:https://doi.org/10.1200/jco.2025.43.16_suppl.8514,https://doi.org/10.1200/jco.2025.43.16_suppl.8514,,Phase 3 study of benmelstobart in combination with chemotherapy followed by sequential combination with anlotinib for the first-line treatment of locally advanced or metastatic squamous non-small cell lung cancer (sq-NSCLC).,,2025-05-28 00:00:00+00,"[""Conghua Xie"", ""Dingzhi Huang"", ""Haichuan Su"", ""Hongbo Wu"", ""Honghai Wang"", ""Jianhua Shi"", ""Junquan Yang"", ""Lei Yang"", ""Lingfeng Min"", ""Longhua Sun"", ""Peng Zhang"", ""Runxiang Yang"", ""Wei Liu"", ""Xiangjiao Meng"", ""XingYa Li"", ""Yan Wang"", ""Yongzhong Luo"", ""Yu Yao"", ""Yuankai Shi"", ""Zhi Xu""]","[""Air Force Medical University"", ""Anyang Tumor Hospital"", ""Army Medical University"", ""Central South University"", ""Chinese Academy of Medical Sciences & Peking Union Medical College"", ""Chongqing Medical University"", ""Dalian Medical University"", ""First Affiliated Hospital of Nanchang University"", ""First Affiliated Hospital of Xi'an Jiaotong University"", ""First Affiliated Hospital of Zhengzhou University"", ""Gansu Provincial Hospital"", ""Harbin Medical University"", ""Henan Cancer Hospital"", ""Hunan Cancer Hospital"", ""Kunming Medical University"", ""Linyi People's Hospital"", ""Nanchang University"", ""Northern Jiangsu People's Hospital"", ""People's Liberation Army Air Force"", ""Second Affiliated Hospital of Chongqing Medical University"", ""Shandong First Medical University"", ""Shandong Tumor Hospital"", ""Shanghai Pulmonary Hospital"", ""Tangshan People's Hospital"", ""Third Affiliated Hospital of Harbin Medical University"", ""Tianjin Medical University Cancer Institute and Hospital"", ""Wuhan University"", ""Xi'an Jiaotong University"", ""Zhongnan Hospital of Wuhan University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_cd3fa4c887b1cad5a29c,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.12675+00
doi:https://doi.org/10.1200/jco.2025.43.16_suppl.8592,https://doi.org/10.1200/jco.2025.43.16_suppl.8592,,RC108 in combination with furmonertinib in patients with locally advanced or metastatic EGFR-mutated non-small-cell lung cancer (NSCLC) with MET overexpression: Results from a phase Ib/II trial.,,2025-05-28 00:00:00+00,"[""Bo Pan"", ""Bo Yang"", ""Dan Yang"", ""Guixiang Weng"", ""Hua Zhong"", ""Jianmin Fang"", ""Jin Cao"", ""Liang Zeng"", ""Rong Qiao"", ""Shanshan Gu"", ""Tianyu Ren"", ""Xiangjiao Meng"", ""Yan Yu"", ""Yongchang Zhang"", ""Yongzhong Luo"", ""Yuankai Shi"", ""Yutao Liu""]","[""Central South University"", ""Chinese Academy of Medical Sciences & Peking Union Medical College"", ""Chongqing Cancer Hospital"", ""Chongqing University"", ""Harbin Medical University"", ""Hunan Cancer Hospital"", ""Linyi People's Hospital"", ""Shandong First Medical University"", ""Shandong Tumor Hospital"", ""Shanghai Chest Hospital"", ""Shanghai Jiao Tong University"", ""Third Affiliated Hospital of Harbin Medical University"", ""Tongji University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_cd3fa4c887b1cad5a29c,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.126863+00
doi:https://doi.org/10.1200/jco.2025.43.16_suppl.8615,https://doi.org/10.1200/jco.2025.43.16_suppl.8615,,Sacituzumab tirumotecan (sac-TMT) in patients (pts) with previously treated locally advanced or metastatic (LA/M) non-small cell lung cancer (NSCLC) harboring uncommon EGFR mutations: Preliminary results from a phase 2 study.,,2025-05-28 00:00:00+00,"[""Guanming Jiang"", ""Jiacheng Yang"", ""Jiuwei Cui"", ""Junyou Ge"", ""Lang He"", ""Li Zhang"", ""Peng Chen"", ""Qiming Wang"", ""Runxiang Yang"", ""Wei Zheng"", ""Wenfeng Fang"", ""Xiangjiao Meng"", ""Yanyan Xie"", ""Yina Diao"", ""Ying Cheng""]","[""Chengdu Fifth People's Hospital"", ""China Medical University"", ""Dongguan People’s Hospital"", ""First Hospital of Jilin University"", ""Henan Cancer Hospital"", ""Jilin Province Tumor Hospital"", ""Jilin University"", ""Kelun Group (China)"", ""Shandong First Medical University"", ""Shandong Tumor Hospital"", ""Sun Yat-sen University"", ""Sun Yat-sen University Cancer Center"", ""The People's Hospital of Guangxi Zhuang Autonomous Region"", ""Tianjin Medical University Cancer Institute and Hospital""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_cd3fa4c887b1cad5a29c,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.126984+00
doi:https://doi.org/10.1200/jco.2025.43.16_suppl.e20589,https://doi.org/10.1200/jco.2025.43.16_suppl.e20589,,"First-line camrelizumab plus chemotherapy in patients with advanced non-squamous non-small cell lung cancer: A nationwide, retrospective real-world study.",,2025-05-28 00:00:00+00,"[""Chi Ma"", ""Fangzhou Xia"", ""Jinfeng Li"", ""Jinming Yu"", ""Xiangjiao Meng"", ""Yuting Chen"", ""Zhongkai Wei""]","[""Jiangsu Hengrui Medicine (China)"", ""Shandong First Medical University"", ""Shandong Tumor Hospital""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_cd3fa4c887b1cad5a29c,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.127086+00
doi:https://doi.org/10.1158/1538-7445.am2025-ct138,https://doi.org/10.1158/1538-7445.am2025-ct138,,Abstract CT138: Safety and efficacy of HS-10370 in KRAS G12C-mutated advanced solid tumors: Updated results from phase 1 study,,2025-04-25 00:00:00+00,"[""Jianhua Chen"", ""Liang Han"", ""Lin Zhong"", ""Qiming Wang"", ""Shujun Feng"", ""Xiangjiao Meng"", ""Xiaoqing Zhang"", ""Xiaorong Dong"", ""Yan Wang"", ""Yan Zhang"", ""Zhenzhong Su""]","[""Central South University"", ""Fifth Affiliated Hospital of Sun Yat-sen University"", ""Hansoh Pharma (China)"", ""Harbin Medical University"", ""Henan Cancer Hospital"", ""Huazhong University of Science and Technology"", ""Hunan Cancer Hospital"", ""Shandong First Medical University"", ""Sun Yat-sen University"", ""Third Affiliated Hospital of Harbin Medical University"", ""Xuzhou Central Hospital"", ""Zhengzhou University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_cd3fa4c887b1cad5a29c,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.127201+00
doi:https://doi.org/10.3389/fimmu.2025.1649488,https://doi.org/10.3389/fimmu.2025.1649488,,Targeting PKM2 in cancer therapeutics: mechanistic advances and translational opportunities,,2025-10-15 00:00:00+00,"[""Chunhua Chen"", ""Jindong Wang"", ""Lei Liang"", ""Lin Liu"", ""Meng Xie"", ""Wencheng Tang""]","[""Mianyang Third People's Hospital""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_5e4d0d665b94016e6d6a,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.1291+00
doi:https://doi.org/10.1158/1538-7445.am2025-ct053,https://doi.org/10.1158/1538-7445.am2025-ct053,,Abstract CT053: Aumolertinib with or without chemotherapy as first line treatment in locally advanced or metastatic NSCLC with sensitizing EGFR mutations (AENEAS2),,2025-04-25 00:00:00+00,"[""Biyong Ren"", ""Chengzhi Zhou"", ""Chunling Liu"", ""Dongqing Lv"", ""Fangling Ning"", ""Feng Wu"", ""Guojun Zhang"", ""Haichuan Su"", ""Honghai Wang"", ""Huaqiu Shi"", ""Jian Fang"", ""Jian Feng"", ""Jianhua Chen"", ""Jianhua Shi"", ""Jie Hu"", ""Jiming Shen"", ""Juan Li"", ""Jun Zhang"", ""Laiyu Liu"", ""Lin Wu"", ""Qiming Wang"", ""Renhua Guo"", ""Runxiang Yang"", ""Shaonan Fan"", ""Shun Lu"", ""Suxian Hu"", ""Tongmei Zhang"", ""Wei Zheng"", ""Weibo Wang"", ""Wen Li"", ""Xiangdong Zhou"", ""Xiangjiao Meng"", ""Xiaorong Dong"", ""Xinmin Yu"", ""Xiujuan Qu"", ""Xuewen Liu"", ""Yalun Li"", ""Yan Yu"", ""Yanping Hu"", ""Ying Cheng"", ""Yinghua Ji"", ""Yongxing Chen"", ""Yueyin Pan"", ""Zhaoxia Dai"", ""Zhenming Chen"", ""Zhi Xu"", ""Zhihong Zhang"", ""Zhiye Zhang"", ""Zili Meng"", ""Ziping Wang""]","[""Affiliated Hospital of Nantong University"", ""Anhui Provincial Hospital"", ""Anyang Tumor Hospital"", ""Army Medical University"", ""Beijing Chest Hospital"", ""Binzhou Medical University"", ""Binzhou University"", ""Capital Medical University"", ""Central South University"", ""China Medical University"", ""Chongqing University"", ""Dalian Medical University"", ""First Affiliated Hospital of Gannan Medical University"", ""First Affiliated Hospital of Guangzhou Medical University"", ""First Affiliated Hospital of Henan University of Science and Technology"", ""First Affiliated Hospital of Xiamen University"", ""First Affiliated Hospital of Zhengzhou University"", ""First Hospital of China Medical University"", ""Fudan University"", ""Guangzhou Medical University"", ""Hainan General Hospital"", ""Hangzhou Cancer Hospital"", ""Harbin Medical University"", ""Henan Cancer Hospital"", ""Huaian First People’s Hospital"", ""Huazhong University of Science and Technology"", ""Hubei Cancer Hospital"", ""Hunan Cancer Hospital"", ""Jiangsu Province Hospital"", ""Jilin Province Tumor Hospital"", ""Kunming Medical University"", ""Nanfang Hospital"", ""Nantong University"", ""Peking University"", ""Peking University Cancer Hospital"", ""People 's Liberation Army 451 Hospital"", ""Second Affiliated Hospital of Dalian Medical University"", ""Second Affiliated Hospital of Zhejiang University"", ""Shandong First Medical University"", ""Shandong Provincial Hospital"", ""Shandong Tumor Hospital"", ""Shanghai Chest Hospital"", ""Sichuan Cancer Hospital"", ""Sichuan University"", ""Third Xiangya Hospital"", ""Union Hospital"", ""Wenzhou Medical University"", ""West China Hospital of Sichuan University"", ""Wuhan University"", ""Xinjiang Medical University"", ""Xinqiao Hospital"", ""Yangzhou University"", ""Zhejiang Taizhou Hospital"", ""Zhengzhou University"", ""Zhongnan Hospital of Wuhan University"", ""Zhongshan Hospital""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_cd3fa4c887b1cad5a29c,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.127334+00
doi:https://doi.org/10.1007/s11060-025-05018-9,https://doi.org/10.1007/s11060-025-05018-9,,Elucidating the complexity of radiation-induced brain injury: comprehensive assessment of hippocampal and cortical impacts,,2025-04-17 00:00:00+00,"[""Beibei Chen"", ""Jialu Li"", ""Pei Jiang"", ""Rong Rong"", ""Ruili Dang"", ""Shanshan Wei"", ""Shiyuan Zhao"", ""Xiangjiao Meng"", ""Yao Wang""]","[""Jining First People's Hospital"", ""Shandong First Medical University"", ""Shandong Tumor Hospital"", ""Shandong University of Traditional Chinese Medicine"", ""University of California, San Diego""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_cd3fa4c887b1cad5a29c,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.127533+00
doi:https://doi.org/10.20892/j.issn.2095-3941.2024.0470,https://doi.org/10.20892/j.issn.2095-3941.2024.0470,,Application and future prospects of bispecific antibodies in the treatment of non-small cell lung cancer,,2025-04-07 00:00:00+00,"[""Ailing Liu"", ""Jun Wen"", ""Qian Wang"", ""Wenxing Cui"", ""Xiangjiao Meng"", ""Xiaoyan Yin"", ""Yu Chen""]","[""Shandong First Medical University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_cd3fa4c887b1cad5a29c,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.127675+00
openalex:https://openalex.org/W4367594771,,,銀髮族眼戴式手機閱讀輔具雛型之設計開發與科技接受度調查,,2014-10-01 00:00:00+00,"[""王君逸 Chun-Yi Wang"", ""蔣以仁 I-Jen Chiang"", ""邱子恒 Tzu-heng Chiu"", ""黃泓彬 Hong-Bin Huang""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_5e4d0d665b94016e6d6a,unknown,status=unknown; matched=-,[],2026-03-31 06:51:10.12791+00
doi:https://doi.org/10.1016/j.jpba.2025.117320,https://doi.org/10.1016/j.jpba.2025.117320,,Systemic exposure characteristics and pharmacokinetic studies of intranasally delivered qinhao nasal drops by UHPLC-Q/TOF-MS and UHPLC-MS/MS,,2025-12-19 00:00:00+00,"[""Changhong Wang"", ""Jindong Wang"", ""Maojie Zhou"", ""Mireyi Bahatijiang"", ""Wenkang Liu"", ""Yan Mao"", ""Zheng-Yi Gu""]","[""Shanghai University of Traditional Chinese Medicine"", ""Xinjiang Institute of Materia Medica"", ""Xinjiang Medical University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_5e4d0d665b94016e6d6a,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.128018+00
doi:https://doi.org/10.48550/arxiv.2512.10818,https://doi.org/10.48550/arxiv.2512.10818,,Self-Ensemble Post Learning for Noisy Domain Generalization,,2025-12-11 00:00:00+00,"[""Jindong Wang"", ""Lu Wang""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_5e4d0d665b94016e6d6a,unknown,status=unknown; matched=-,[],2026-03-31 06:51:10.128114+00
doi:https://doi.org/10.1016/j.talanta.2025.129232,https://doi.org/10.1016/j.talanta.2025.129232,,"Magnetic adsorption-pyrolysis mass spectrometry technology for the capture, separation and quantitative analysis of microplastics from aqueous environments",,2025-12-10 00:00:00+00,"[""Daqian Song"", ""Jiayuan Zhang"", ""Jie Jiang"", ""Jindong Wang"", ""Kai Yu"", ""Meng Xu"", ""Meng Zhang"", ""Shuqi Chen"", ""X.L. Li"", ""Yanxiao Jiang""]","[""Harbin Institute of Technology"", ""Jilin University"", ""Weihai Science and Technology Bureau""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_5e4d0d665b94016e6d6a,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.128223+00
doi:https://doi.org/10.1080/22221751.2025.2602308,https://doi.org/10.1080/22221751.2025.2602308,,"An ECSA-lineage chikungunya outbreak in Foshan, China: age-stratified clinical and virological profiles",,2025-12-09 00:00:00+00,"[""Baisheng Li"", ""Bingliang Lin"", ""Chang Zhang"", ""Jindong Wang"", ""Jingru Wang"", ""Junfeng Chen"", ""Qingya Shen"", ""Shunyang Wei"", ""Wei Liang"", ""Xin Shu"", ""Yongqi Zhang"", ""Zhaoxia Hu"", ""Zhifeng Hong"", ""Zhiyun He"", ""Zhouhan Wang""]","[""Academy of Medical Sciences"", ""Chinese Academy of Medical Sciences & Peking Union Medical College"", ""Guangdong Provincial Center for Disease Control and Prevention"", ""Sun Yat-sen University"", ""Third Affiliated Hospital of Sun Yat-sen University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_5e4d0d665b94016e6d6a,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.128323+00
doi:https://doi.org/10.1016/j.phymed.2025.157621,https://doi.org/10.1016/j.phymed.2025.157621,,Rhoifolin prevents herpes simplex virus encephalitis by modulating SESN2 to regulate the Keap1/Nrf2 and AMPK/Nox pathways to inhibit neuro-oxidative damage in mice,,2025-11-27 00:00:00+00,"[""Danwen Wang"", ""Guangyi Cui"", ""Hao Ma"", ""Huilin Zhu"", ""Jindong Wang"", ""Longkang Liu"", ""Peng Cao"", ""Tong Wang"", ""Tonghui Ma"", ""Wenhui Yang"", ""Xi Chen""]","[""Nanjing Drum Tower Hospital"", ""Nanjing University of Chinese Medicine""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_5e4d0d665b94016e6d6a,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.128438+00
doi:https://doi.org/10.3390/pr13123779,https://doi.org/10.3390/pr13123779,,Lightweight Design of Screw Rotors via an Enhanced Newton–Raphson-Based Surrogate-Assisted Multi-Objective Optimization Framework,,2025-11-22 00:00:00+00,"[""Botao Zhou"", ""Huamin Zhu"", ""Jiahui Song"", ""Jianqiang Zhou"", ""Jindong Wang"", ""Yanwei Zhao""]","[""Quzhou University"", ""Zhejiang University of Technology""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_5e4d0d665b94016e6d6a,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.128542+00
doi:https://doi.org/10.1007/s10499-025-02330-z,https://doi.org/10.1007/s10499-025-02330-z,,Underwater sea cucumber detection based on domain-invariant features,,2025-11-21 00:00:00+00,"[""Dexuan Zhang"", ""Feifei Niu"", ""Guodong Li"", ""Jindong Wang"", ""Shuai Yang"", ""Wei Wang"", ""Xiaoting Zhu"", ""Xinyu Zheng"", ""Yuanshan Lin"", ""Zejin Liu""]","[""China Fishery Machinery and Instrument Research Institute"", ""Dalian Ocean University"", ""Huazhong Agricultural University"", ""Liaoning Ocean and Fisheries Research Institute""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_5e4d0d665b94016e6d6a,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.128657+00
doi:https://doi.org/10.1016/j.cam.2025.117129,https://doi.org/10.1016/j.cam.2025.117129,,"Local projection stabilization methods for <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si5.svg"" display=""inline"" id=""d1e1607""> <mml:mi mathvariant=""bold-italic"">H</mml:mi> </mml:math> (curl) and <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si5.svg"" display=""inline"" id=""d1e1612""> <mml:mi mathvariant=""bold-italic"">H</mml:mi> </mml:math> (div) advection problems",,2025-10-04 00:00:00+00,"[""Jindong Wang"", ""Shuonan Wu"", ""Yangfan Luo""]","[""Peking University"", ""Pennsylvania State University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_5e4d0d665b94016e6d6a,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.12951+00
